title,Content,type,Post_ID
Premier_Biosoft Experimental_physics Science,premier biosoft pb is a california united states based bioinformatics company the company in developing software for use in life science research in addition to developing software products the company offers for bioinformatics projects company background premier biosoft established in is one of the bioinformatics company founded by and brown with a mission to serve the life science research labs all over the world the mission statement for pb reads as follows research in life the company serves research labs core facilities and biotechnology companies with its products the company s first product primer premier was authored over years ago for designing pcr assays products and services after the launch of primer premier the company released a drawing and cloning simulation tool and designer for designing microarray probes the in the pcr market was soon towards a new and powerful technique called real time pcr premier biosoft up early and authored the most popular real time pcr the company later came out with a pathogen detection system called with support for real time pcr and microarray probe design for designing cross species species specific intron exon assays and variant microarrays the company has ventured into proteomics and research with the launch of primer primer design tool ms ms data analysis tool and characterization tool the company s latest offerings for and ion distribution in and for designs oligos for systems,Science,52
International_Society_for_Computational_Biology Experimental_physics Science,the international society for computational biology iscb is a society for researchers in computational biology and bioinformatics founded in the society s core mission is to contribute to the scientific understanding of living systems through computation iscb seeks to communicate the significance of computational biology to the larger scientific community to organizations and to the general public the society serves its members and internationally it provides for scientific publications meetings and information through multiple platforms iscb the intelligent systems for molecular biology ismb conference every year a growing number of smaller more or focused annual and bi annual conferences and has two official journals plos computational biology and bioinformatics the society two each year the overton prize and the by a scientist award and it to members that have distinguished themselves through contributions to the fields of computational biology and bioinformatics iscb leadership a president an executive committee and a board of directors comprise iscb s scientific leadership drawing on distinguished internationally renowned researchers who are elected for their term by the general society membership the executive leads the iscb staff and supports a diverse set of dedicated to specific issues that are important to the computational biology and bioinformatics community including education policy and publications aims iscb has the following aims conferences iscb grew out of the need for a stable organizational structure to support the planning and manage the finances of the intelligent systems for molecular biology ismb conference series which had its start in ismb is iscb s most prominent annual activity toward which a significant portion of resources are dedicated each year since when ismb is held in europe it is held with the european conference on computational biology eccb iscb began expanding its conference offerings with the introduction of the annual rocky mountain bioinformatics conference series in the annual conference on semantics in healthcare and life sciences cshals in the bi annual iscb africa asbcb conference on bioinformatics in and the bi annual iscb latin america conference in future plans include the development of an iscb asia conference in addition to iscb organized conferences the society supports other computational biology and bioinformatics conferences through and these include the annual pacific on or the annual international conference on research in computational molecular biology or the annual asia pacific bioinformatics network s international conference on computational biology or and the annual general meeting of the european molecular biology network or affiliated organizations africa asia europe and middle north america south america overview in the ismb conference committee thought it would be useful to start a scientific society focused on managing all scientific organizational and financial aspects of the ismb conference and to provide a forum for scientists to address the emerging role of computers in the biological sciences the international society for computational biology iscb was legally in the us in with currently director of the center for computational pharmacology at the university of colorado school of medicine and the university s computational program elected as its president by the members of the founding board of directors russ altman glasgow peter overton david david states and during the next few years the focus remained on management of the annual ismb conference whose attendance of approximately researchers had more than tripled by that year bioinformatics previously published as by oxford university press became the official journal of the iscb members of the society gained two of membership ismb conference registration and an online subscription to the journal the new brought in a new president in russ altman currently chair of stanford university s department of and director of the program in biomedical informatics and over attended ismb in san diego altman took steps to some of the and aspects of iscb before passing the in to e bourne currently professor in the department of pharmacology and school of and pharmaceutical sciences at the university of california san diego bourne gave iscb a more home at ucsd which included the university s to host the society through at least and its offer of staff support although bourne served as president for only one year he left his mark on the society by increasing the interaction with regional groups and conference organizers worldwide and through an improved web presence during his tenure membership grew to more than researchers and the ismb conference in canada over attendees in iscb vice president initiated the affiliated regional groups program to promote relationship building among bioinformatics groups worldwide the program offers a structure for mutual recognition and information exchange between the iscb and other bioinformatics groups so they can cross promote and events in the fall of the first european conference on computational biology eccb was held in germany which iscb supported through student travel and many iscb members and attended michael gribskov then at ucsd s san diego supercomputer department and now at the department of biological sciences at university was elected president in that year ismb took place in which was the first time the meeting was held outside north america or europe this phase brought many for the society when attendance to one half of expectations due to travel and related to of or the start of the war in and the location which with the pattern of north american and european venues although scientifically successful the financial losses of ismb left iscb for the first time in its history in part to iscb s dependence on ismb proceeds to the society s activities and annual overhead costs a pilot regional conference was in the us to gauge interest in smaller localized meetings in december the rocky mountain regional bioinformatics conference rocky was launched in colorado the meeting has been held ever since and now attendees from around the world in ismb eccb and genes proteins and computers for a joint conference in glasgow and included two parallel tracks of original paper for the first time as iscb s with the journal bioinformatics was drawing to a close the society moved to an online subscription plan for members since many scientists worked and studied at institutions that already held subscriptions therefore the need for individual subscriptions for all members that year also the launch of the iscb student council which opportunities of and young researchers working in computational biology and bioinformatics during an in phil bourne s lab while still a phd student now a scientist at the sanger institute developed the idea for a student council to give leadership opportunities and encourage among student members worldwide and was elected as its first council chair in in as part of the society s about the role of publications and the society s official journal by the advent of open access the iscb announced a partnership with the public library of science and launched a new open access journal plos computational biology the journal is intended to computational methods applied to living systems at all scales from molecular biology to populations and and which offer insight for experimentalists past president and past publications committee chair phil bourne served as the new publication s editor in and he remains in that role the first issue of the new journal with the day of ismb held in in ismb again ventured away from the pattern of north american and european venues by place in in collaboration with the association for bioinformatics and computational biology or once again the conference was a scientific success and included new tracks to encourage participation of experimentalists as well as computer scientists but attendance was approximately half of the previous year which negatively the society finances that had not yet recovered from the losses of membership for the year did not as as conference attendance which provided a strong sign for the successful of membership enrollment and conference registration burkhard rost then professor in the department of biochemistry and molecular biophysics at university and now the von professor and chair of bioinformatics and computational biology computational sciences at the technical university munich succeeded michael gribskov as president in and has been twice with a current term set for january under his tenure the ismb eccb conference in vienna austria chaired by thomas of the max planck institute for informatics and co chaired by burkhard rost and peter of the university of vienna was further expanded to include a total of eight parallel tracks and the conference attendance of approximately was back on track with expectations vienna as a and the austria center vienna were both so well received by the conference organizers and attendees that it was selected to host the conference as well which is a first for the ismb series that had before repeated a location in ismb chaired by burkhard rost and co chaired by jill mesirov of the broad institute of and mit and michal linial of the university of with thomas of the institute for cancer research serving as honorary co chair returned to canada this time attendance was strong membership enrollment continued to grow and the conference on semantics for healthcare and life sciences or cshals was created group of and incoming of iscb launched a new for the society that greatly enhanced the interactive functionality of the society s web presence for iscb members and improved access to information about computational biology and bioinformatics for the scientific community and general public in ismb eccb chaired by of the medical institute campus and co chaired by of with von of stockholm university serving as honorary co chair was held in stockholm sweden iscb membership reached a new high the student council initiated a regional student groups program to foster interactions between student groups around the world and iscb organized the first iscb africa asbcb joint conference on bioinformatics with the society for bioinformatics and computational biology in in ismb chaired by of princeton university and co chaired by jill mesirov and michal linial was held in boston usa the first iscb latin america chaired by a postdoc at the university of california san and then a phd candidate and now a postdoc at the university of was held in,Science,53
Louis_and_Beatrice_Laufer_Center_for_Physical_and_Quantitative_Biology Experimental_physics Science,the louis and beatrice laufer center for physical and quantitative biology is a multidisciplinary venue where research from such fields as biology biochemistry chemistry computer science engineering genetics mathematics and physics can come together and target medical and biological problems using both computation and experiment the laufer center is part of university the center s current director is dr a director is dr dr david f will head the multi training program for the center history the center was founded in by a from laufer laufer and their family in memory of louis and beatrice laufer on may the laufer center with a cutting,Science,54
Law_of_Maximum Experimental_physics Science,the law of maximum also known as law of the maximum is a principle developed by which states that total growth of a or a plant is proportional to about growth factors growth will not be greater than the aggregate values of the growth factors without the correction of the limiting growth factors and other are not fully or used resulting in resources applications hence the need to achieve maximal value for each factor is critical in order to obtain maximal growth of law of the the following demonstrates the law of the maximum for the various below one two or three factors were limiting while all the other factors were when two or three factors were simultaneously limiting predicted growth of the two or three factors was similar to the actual growth when the two or three factors were limits individually and then multiplied together,Science,55
Enzyme_Function_Initiative Experimental_physics Science,the enzyme function efi is a large scale collaborative project to develop and disseminate a robust strategy to determine enzyme function through an integrated sequence structure based approach the project was funded in may by the national institute of general medical sciences as a glue grant which supports the research of complex biological problems that cannot be solved by a single research group the efi was largely by the need to develop methods to identify the functions of the number proteins discovered through genomic sequencing projects the dramatic increase in genomic sequencing projects has caused the number of protein sequences deposited into public databases to grow to with the of sequences databases use computational predictions to annotate individual protein s functions while these computational methods offer the advantages of being extremely high throughput and generally provide accurate broad use has to a significant level of of enzyme function in protein databases thus although the information now available represents an opportunity to understand cellular metabolism across a wide variety of organisms which includes the ability to identify molecules and or reactions that may benefit human quality of life the potential has not been fully the biological community s ability to characterize discovered proteins has been by the rate of genome sequencing and the task of function is now considered the rate limiting step in understanding biological systems in detail integrated strategy for functional assignment the efi is developing an integrated sequence structure based strategy for functional assignment by predicting the specificities of unknown members of diverse enzyme superfamilies the approach conserved features within a given superfamily such as known chemistry of active site functional groups and composition of determining residues motifs or structures to predict function but on multidisciplinary expertise to and test the predictions the integrated sequence strategy under development will be generally applicable to the ligand specificities of any unknown protein organization by program glue grant must contain core resources and bridging projects the efi consists of six scientific cores which provide bioinformatic structural computational and data management expertise to functional predictions for enzymes of unknown function targeted by the efi these predictions are then tested by five bridging projects the amidohydrolase enolase gst had and isoprenoid synthase enzyme superfamilies scientific cores the superfamily genome core bioinformatic analysis by and complete sequence data sets generating sequence similarity networks and classification of superfamily members into and families for subsequent annotation transfer and evaluation as targets for functional characterization the protein core cloning expression and protein strategies for the enzymes targeted for study the structure core fulfills the structural biology component for efi by providing high resolution structures of targeted enzymes the computation core performs in silico docking to generate rank ordered of predicted substrates for targeted enzymes using both experimentally determined and or homology modeled protein structures the core in functions using genetic techniques and metabolomics to in vitro functions determined by the bridging projects the data and dissemination core two complementary public databases for bioinformatic structure function database and experimental data efi bridging projects the amidohydrolase superfamily contains evolutionarily related enzymes with a distorted fold which primarily catalyze metal assisted or reactions the enolase superfamily contains evolutionarily related enzymes with a fold which primarily catalyze metal assisted or of substrates the gst superfamily contains evolutionarily related enzymes with a modified fold and an additional all helical domain which primarily catalyze nucleophilic attack of reduced on substrates the had superfamily contains evolutionarily related enzymes with a fold with an inserted region which primarily catalyze metal assisted nucleophilic most frequently resulting in group transfer the isoprenoid synthase i superfamily contains evolutionarily related enzymes with a mostly all helical fold and primarily catalyze trans transfer reactions to form elongated or products investigators investigators with expertise in various disciplines make up the efi the efi s primary is development and dissemination of an integrated sequence structure strategy for functional assignment as the strategy is developed data and generated by the efi are made freely available via several online resources funding the efi was established in may with million in funding over a year period grant number project success and assessment of the glue grant funding mechanism the grant may be for an additional years in,Science,56
SnoRNA_prediction_software Experimental_physics Science,the small rnas snornas represent an abundant group of small non coding rnas in with the of rnase all the snornas fall into two major families box c d and box h snornas on the basis of common sequence motifs and structural features they can be divided into and snornas according to the presence or absence of antisense sequence to or,Science,57
Sepp_Hochreiter Experimental_physics Science,sepp hochreiter in am is a computer scientist working in the fields of bioinformatics and machine learning since he has been head of the institute of bioinformatics at the johannes kepler university of linz before he was at the technical university of at the university of colorado at and at the technical university of munich he founded the program in bioinformatics at the johannes kepler university of linz where he is still the acting he founded the bioinformatics working group at the austrian computer society he is the of the university linz at the he is founding board member of different bioinformatics start up companies he was program chair of the conference bioinformatics research and development he is editor program committee member and for international journals and conferences scientific contributions microarray preprocessing and summarization sepp hochreiter developed factor analysis for robust microarray summarization farms farms has been designed for preprocessing and high density oligonucleotide dna microarrays at probe level to analyze rna gene expression farms is based on a factor analysis model which is optimized in a bayesian framework by the probability on in and other benchmark data farms outperformed all other methods a highly relevant feature of farms is its informative non informative i ni the i ni call is a bayesian technique which signal variance from noise variance the i ni call offers a solution to the main problem of high when analyzing microarray data by genes which are measured with high quality farms has been extended to farms for detecting dna structural variants like copy number variations with a low discovery rate biclustering sepp hochreiter developed factor analysis for bicluster acquisition fabia for biclustering that is simultaneously clustering rows and columns of a matrix a bicluster in data is a pair of a gene set and a sample set for which the genes are similar to each other on the samples and vice in drug design for example the effects of compounds may be similar only on a of genes fabia is a model that assumes realistic non signal distributions with heavy and utilizes well understood model selection techniques like a approach in the bayesian framework fabia the information content of each bicluster to separate biclusters from true biclusters support vector machines support vector machines svms are learning methods used for classification and regression analysis by patterns and in the data standard svms require a positive definite kernel to generate a kernel matrix from the data sepp hochreiter proposed the potential support vector machine psvm which can be applied to non square kernel matrices and can be used with that are not positive definite for psvm model selection he developed an efficient sequential minimal optimization algorithm the psvm a new objective which ensures theoretical on the generalization error and automatically features which are used for classification or regression feature selection sepp hochreiter applied the psvm to feature selection especially to gene selection for microarray data the psvm and standard support vector machines were applied to extract features that are indicative coil oligomerization low complex neural networks neural networks are different types of simplified mathematical models of biological neural networks like those in human brains if data mining is based on neural networks overfitting reduces the network s capability to correctly process future data to avoid overfitting sepp hochreiter developed algorithms for finding low complexity neural networks like flat minimum search which for a flat minimum a large connected region in the parameter space where the network function is constant thus the network parameters can be given with low precision which means a low complex network that avoids overfitting recurrent neural networks recurrent neural networks and process sequences and supply their results to the environment sepp hochreiter developed the long short term memory which overcomes the problem of previous recurrent networks to information about the sequence which was observed at the begin of the sequence lstm from training sequences to solve numerous tasks like automatic composition recognition learning and lstm was successfully applied to very fast protein homology detection without a sequence alignment,Science,58
Aureus_Sciences Experimental_physics Science,aureus sciences is a research based company which software to the pharmaceutical industry for drug development the company s range of products includes therapeutic target adme based databases and software applications aureus sciences was known as aureus products aureus software applications allow in silico prediction of drug absorption distribution metabolism and adme and potential drug drug interactions the scientific background to aureus process is detailed in recent publications,Science,59
IEEE/ACM_Transactions_on_Computational_Biology_and_Bioinformatics Experimental_physics Science,ieee acm on computational biology and bioinformatics is a peer reviewed scientific journal published it is a joint publication of the ieee computer society association for computing ieee computational intelligence society and the ieee engineering in medicine and biology society it research results related to the,Science,60
Knotted_protein Experimental_physics Science,the definition of the knotted protein a knot is defined as a of a three dimensional points to a circle according to this definition a knot only make senses for a closed loop however if we a point in space at distance and to the n and c respectively through a virtual bond the protein can be treated as a closed loop introduction of the knotted protein knotted proteins present one of the most challenging problems to both computational and experimental biologists despite an ever increasing number of knotted proteins deposited in pdb it is still not clear how a protein folds into a knotted conformation or how a protein s knot is related to its function though a number of computational methods have been developed for detecting protein knots there are still no completely automatic methods to detect protein knots without the necessary intervention due to the residues or chain in the x ray structures or the pdb at present there are types of knot identified in knot the knot the knot and the knot the web server to the knotted protein recently a number web servers were published providing service for knotted structures and analysis tools for detecting protein knots,Science,61
BioUML Experimental_physics Science,biouml is an open source software platform for the analysis of data from omics sciences research and other advanced computational biology developed by scientists from the institute of systems biology in the platform is freely available online and used in research labs mostly in academic institutions for the discovery of disease and there is a commercial version available from bioinformatics services company which has some added features biouml is open source so is freely available online available versions the current release of biouml is version released in october and includes versions biouml server which offers access to data and analysis methods server side for biouml clients workbench and web edition over the internet biouml workbench this is a java application that can work standalone or as client for the biouml server edition biouml web edition this is a web browser based thin client for the biouml server edition and provides most of the functionality of the biouml workbench it utilizes and technology for interactive data and modeling the platform has been developed continuously since and offers data analysis and visualizations for scientists involved in complex molecular biology research the system allows for the description of biological systems structure and function including tools required to make related to genomics proteomics and metabolomics the biouml platform is built in a modular architecture which has allowed for the simple addition of new tools this has allowed the integration of many tools into the platform over the years it has been available application and usage biouml was used as the main workbench for s integrated database on cell cycle regulation and in next generation sequencing and other high throughput methods create data sets called big data in the region of terabytes biouml can disseminate analyse produce visualizations simulations allow for parameters and allow many other analysis techniques required to deal with such large amounts of raw data as research is typically shared between various institutions the storage delivery and of big data has been a technical challenge a typical genome data set might contain terabytes of data which may need to be shared often internationally using technology data mechanisms have been created by valex llc for the short read project that allows for the delivery of raw research data at speeds of up to to provide a full solution for such collaborative research the makers of biouml have developed a new hardware software system in partnership with valex llc this version of biouml is called biodatomics commercial versions biodatomics is a new available version of biouml which is a hardware and software solution for next generation and omics science researchers biodatomics is not open source but has the same modular architecture as biouml and is as a full hardware software platform as a service configuration as well as a standalone version of biouml platform in a software as a service configuration,Science,62
De_novo_transcriptome_assembly Experimental_physics Science,de novo transcriptome assembly is the method of creating a transcriptome without the aid of a reference genome introduction before the development of de novo transcriptome assembly transcriptome information was only available for a of model organisms utilized by the international scientific research community since sequencing was very costly even just five years ago only transcriptomes of organisms that were of broad interest and to scientific research were sequenced with the advent of high throughput sequencing also called next generation sequencing technologies that are both cost and effective it is now possible to expand the range of organisms studied via these methods within the past few years transcriptomes have been created for as well as the brains of the the the and the red to name just a few non model organisms can provide novel insights into the mechanisms underlying the of that have enabled the abundance of life on planet earth in and the that cannot be examined in common model organisms include and de novo transcriptome assembly is often the method to studying non model organisms since it is and easier than building a genome and reference based methods are not possible without an existing genome the transcriptomes of these organisms can thus reveal novel proteins and their isoforms that are implicated in such unique biological phenomena de novo vs reference based assembly a set of assembled transcripts allows for initial gene expression studies prior to the development of transcriptome assembly computer programs transcriptome data were analyzed primarily by mapping on to a reference genome though genome alignment is a robust way of characterizing transcript sequences this method is by its to account for of structural alterations of mrna transcripts such as alternative splicing since a genome contains the sum of all introns and exons that may be present in a transcript spliced variants that align continuously along the genome may be as actual protein isoforms transcriptome vs genome assembly unlike genome sequence coverage levels which can vary as a result of content in non coding intron regions of dna transcriptome sequence coverage levels can be directly indicative of gene expression levels these repeated sequences also create ambiguities in the formation of contigs in genome assembly while ambiguities in transcriptome assembly contigs usually correspond to spliced isoforms or minor variation among members of a gene family method rna seq once mrna is extracted and from cells it is sent to a high throughput sequencing facility where it is first transcribed to create a cdna library this cdna can then be into various lengths depending on the platform used for sequencing each of the following platforms utilizes a different type of technology to sequence millions of short reads sequencing and solid assembly algorithms the cdna sequence reads are assembled into transcripts via a short read transcript assembly program most likely some amino acid variations among transcripts that are otherwise similar reflect different protein isoforms it is also possible that they represent different genes within the same gene family or even genes that share only a conserved domain depending on the degree of variation a number of assembly programs are available see assemblers although these programs have been generally successful in assembling genomes transcriptome assembly some unique challenges whereas high sequence coverage for a genome may indicate the presence of repetitive sequences and thus be for a transcriptome they may indicate abundance in addition unlike genome sequencing transcriptome sequencing can be specific due to the possibility of both sense and antisense transcripts finally it can be difficult to reconstruct and apart all splicing isoforms short read assemblers generally use one of two basic algorithms overlap graphs and de bruijn graphs overlap graphs are utilized for most assemblers designed for sanger sequenced reads the between each pair of reads is computed and compiled into a in which each represents a single sequence read this algorithm is more computationally intensive than de bruijn graphs and most effective in assembling fewer reads with a high degree of overlap de bruijn graphs align k mers usually based on k sequence conservation to create contigs the use of k mers which are shorter than the read lengths in de bruijn graphs reduces the computational intensity of this method functional annotation functional annotation of the assembled transcripts allows for insight into the particular molecular functions cellular components and biological processes in which the proteins are involved enables gene based data mining to annotate sequence data for which no go annotation is available yet it is a research tool often employed in functional genomics research on non model species it works by assembled contigs against a non redundant nucleotide database then them based on sequence similarity is another go annotation program specific for and plant gene products that works in a similar fashion it is part of the database of publicly of computational tools for go annotation and analysis following annotation of genes and genomes enables visualization of pathways and molecular interaction networks in the transcriptome in addition to being for go terms contigs can also be for open frames in order to predict the amino acid sequence of proteins derived from these transcripts another approach is to annotate protein domains and determine the presence of gene families rather than specific genes verification and quality control since a reference genome is not available the quality of computer assembled contigs may be verified by aligning the sequences of conserved gene domains found in mrna transcripts to transcriptomes or genomes of closely related species another method is to design pcr for predicted transcripts then attempt to them from the cdna library exceptionally short reads are out short sequences amino acids are to represent functional proteins as they are unable to fold independently and form hydrophobic cores assemblers the following is a partial of assembly software that has been used to generate transcriptomes and has also been in scientific literature velvet the velvet algorithm uses de bruijn graphs to assemble transcripts in simulations velvet can produce contigs up to kb length using data and kb in bacterial artificial chromosomes these transcripts are transferred to which uses paired end read and long read information to build transcript isoforms trans abyss abyss is a parallel paired end sequence trans abyss assembly by short sequences is a software pipeline written in python and perl for analyzing abyss assembled transcriptome contigs this pipeline can be applied to generated across a wide range of k values it first reduces the into smaller sets of non redundant contigs and identifies splicing events including exon novel exons introns novel introns and alternative splicing the trans abyss algorithms are also able to estimate gene expression levels identify potential sites as well as candidate gene fusion events,Science,63
Pride & Prejudice Chapter 1 Jane Austen,from the ground but her foot had been twisted in her fall and she was scarcely able to stand the gentleman offered his services and perceiving that her modesty declined what her situation rendered necessary took her up in his arms without farther delay and carried her down the hill then passing through the garden the gate of which had been left open by margaret he bore her directly into the house whither margaret was just arrived and quitted not his hold till he had seated her in a chair in the parlour elinor and her mother rose up in amazement at their entrance and while the eyes of both were fixed on him with an evident wonder and a secret admiration which,Jane Austen,64
Pride & Prejudice Chapter 2 Jane Austen,equally sprung from his appearance he apologized for his intrusion by relating its cause in a manner so frank and so graceful that his person which was uncommonly handsome received additional charms from his voice and expression had he been even old ugly and vulgar the gratitude and kindness of mrs dashwood would have been secured by any act of attention to her child but the influence of youth beauty and elegance gave an interest to the action which came home to her feelings she thanked him again and again and with a sweetness of address which always attended her invited him to be seated but this he,Jane Austen,65
Pride & Prejudice Chapter 3 Jane Austen,declined as he was dirty and wet mrs dashwood then begged to know to whom she was obliged his name he replied was willoughby and his present home was at allenham from whence he hoped she would allow him the honour of calling tomorrow to enquire after miss dashwood the honour was readily granted and he then departed to make himself still more interesting in the midst of a heavy rain his manly beauty and more than common gracefulness were instantly the theme of general admiration and the laugh which his gallantry raised against marianne received particular spirit from his exterior attractions marianne herself had seen less of his mama the rest for the confusion which crimsoned over her face on his lifting her up had robbed her of the power of regarding him after their entering the house but she had seen enough of him to join in all the admiration of the others and with an energy which always adorned her praise his person and air were equal,Jane Austen,66
Pride & Prejudice Chapter 4 Jane Austen,to what her fancy had ever drawn for the hero of a favourite story and in his carrying her into the house with so little previous formality there was a rapidity of thought which particularly recommended the action to her every circumstance belonging to him was interesting his name was good his residence was in their favourite village and she soon found out that of all manly dresses a shooting jacket was the most becoming her imagination was busy her reflections were pleasant and the pain of a sprained ankle was disregarded sir john called on them as soon as the next interval of fair weather that morning allowed him to get out of doors and,Jane Austen,67
Pride & Prejudice Chapter 5 Jane Austen,marianne's accident being related to him he was eagerly asked whether he knew any gentleman of the name of willoughby at allenham willoughby cried sir john what is he in the country that is good news however i will ride over tomorrow and ask him to dinner on thursday you know him then said mrs dashwood know him to be sure i do why he is down here every year and what sort of a young man is he as good a kind of fellow as ever lived i assure you a very decent shot and there is not a bolder rider in england and is that all you can say for him,Jane Austen,68
Pride & Prejudice Chapter 6 Jane Austen,cried marianne indignantly but what are his manners on more intimate acquaintance what his pursuits his talents and genius sir john was rather puzzled upon my soul said he i do not know much about him as to all that but he is a pleasant good humoured fellow and has got the nicest little black bitch of a pointer i ever saw was she out with him today but marianne could no more satisfy him as to the colour of mr willoughby's pointer than he could describe to her the shades of his mind but who is he said elinor where does he come from has he a house at allenham on this point sir john could give more certain intelligence and he told them that mr willoughby had no property of his own in the country that he resided there only while he was visiting the old lady at allenham court to whom he was related and whose possessions he was to inherit adding yes yes he is very well worth catching i can tell you miss dashwood he has a pretty little estate of his own in somersetshire besides and if i were you i would not give him up to my younger sister in spite of all this tumbling down hills miss marianne must not expect to have all the men to herself brandon will be jealous if she does not take care i do not believe said mrs dashwood with a good humoured smile that mr willoughby will be incommoded by the attempts of either of my daughters towards what you call catching,Jane Austen,69
Pride & Prejudice Chapter 7 Jane Austen,him it is not an employment to which they have been brought up men are very safe with us let them be ever so rich i am glad to find however from what you say that he is a respectable young man and one whose acquaintance will not be ineligible he is as good a sort of fellow i believe as ever lived repeated sir john i remember last christmas at a little hop at the park he danced from eight o'clock till four without once sitting down did he indeed cried marianne with sparkling eyes and with elegance with spirit yes and he was up again at eight to ride to covert that is what i like that is what a young man ought to be whatever be his pursuits his eagerness in them should know no moderation and leave him no sense of fatigue aye aye i see how it will be said sir john i see how it will be you will be setting your cap at him now and never think of poor brandon that is an expression sir john said marianne warmly which i particularly dislike i abhor every common place phrase by which wit is intended and setting one's cap at a man or making a conquest are the most odious of all their tendency is gross and illiberal and if their construction could ever be deemed clever,Jane Austen,70
Pride & Prejudice Chapter 8 Jane Austen,time has long ago destroyed all its ingenuity sir john did not much understand this reproof but he laughed as heartily as if he did and then replied ay you will make conquests enough i dare say one way or other poor brandon he is quite smitten already and he is very well worth setting your cap at i can tell you in spite of all this tumbling about and spraining of ankles chapter 10 marianne's preserver as margaret with more elegance than precision styled willoughby called at the cottage early the next morning to make his personal enquiries he was received by mrs dashwood with more than politeness with a kindness which sir john's account of him and her own gratitude prompted and every thing that passed during the visit tended to assure him of the sense elegance mutual affection and domestic comfort of the family to whom accident had now introduced him of their personal charms he had not required a second interview to be convinced miss dashwood had a delicate complexion regular features and a remarkably pretty figure marianne was still handsomer her form though not so correct as her sister's in having the advantage of height was more striking and her face was so lovely that when in the common cant of praise she was called a beautiful girl truth was less violently outraged than usually happens her skin was very brown but from its transparency her complexion was uncommonly brilliant her features,Jane Austen,71
Pride & Prejudice Chapter 9 Jane Austen,were all good her smile was sweet and attractive and in her eyes which were very dark there was a life a spirit an eagerness which could hardily be seen without delight from willoughby their expression was at first held back by the embarrassment which the remembrance of his assistance created but when this passed away when her spirits became collected when she saw that to the perfect good breeding of the gentleman he united frankness and vivacity and above all when she heard him declare that of music and dancing he was passionately fond she gave him such a look of approbation as secured the largest share of his discourse to herself for the rest of his stay it was only necessary to mention any favourite amusement to engage her to talk she could not be silent when such points were introduced and she had neither shyness nor reserve in their discussion they speedily discovered that their enjoyment of dancing and music was mutual and that it arose from a general conformity of judgment in all that related to either encouraged by this to a further examination of his opinions she proceeded to,Jane Austen,72
